,Datetime,Tweet Id,Text,Username,Language,District,Sub District,Up Votes
10,2021-10-09 05:06:29+00:00,1446703593030049792,"🇩🇰INF056.) even the veteran and vice-president of the Bundestag, Petra Pau, who since 1998 has almost owned the East Berlin constituency Marzahn-Hellersdorf, had to hand over his constituency mandate 

- to a CDU.

The party has no connection to the first-time voters.",SCAN_Monitor,en,Marzahn-Hellersdorf,marzahn,0
11,2021-10-07 10:24:50+00:00,1446058932322062338,"In 2019 we have built our new production site within the CleanTech Business Park in Berlin-Marzahn, Germany, that offers ideal conditions for future-oriented companies. We are happy to be part of the an innovation-focused and sustainability-driven future of Berlin! #Swissbit20 https://t.co/3MYyhrkKDY",Swissbit_AG,en,Marzahn-Hellersdorf,marzahn,0
12,2021-10-04 18:12:14+00:00,1445089392402501633,#escsongpix. I shoot #PHOTOS to former #Eurovision entries. Today it's #October4th and I bring you back to the #esc1997 in #Dublin Do you remember  @katwofficial with #loveshinealight from #uk 🇬🇧 #sunsets #Marzahn #Berlin #picoftheday #PhotoOfTheDay @uk_eurovision https://t.co/fSFApcIa3a,ESCMusicBlog,en,Marzahn-Hellersdorf,marzahn,3
13,2021-10-01 10:40:13+00:00,1443888476353597442,@COdendahl Yes the inner city of Berlin is nearly completely green but there is a SPD-Band from the West to the South East. Marzahn-Hellersdorf a former PDS/Linke bulwark is now mainly right (AFD and CDU),UBochum,en,Marzahn-Hellersdorf,marzahn,0
14,2021-09-27 01:35:14+00:00,1442301774401056775,Admittedly I had confused Berlin-Lichtenberg and and Marzahn – Hellersdorf constituencies. So I thought Pau losing was a bigger deal for a hot second. Thanks to @marius_saeltzer for reminding me.,lennybronner,en,Marzahn-Hellersdorf,marzahn,4
15,2021-09-27 01:20:31+00:00,1442298069995778051,All eyes on the four The Linke seats in Eat Berlin. The Linke will need to win at least 2 of them to continue in parliament (it looks like they just missed the 5% threshold). I expect they will keep at least Berlin-Treptow – Köpenick and Berlin-Marzahn – Hellersdorf.,lennybronner,en,Marzahn-Hellersdorf,marzahn,6
16,2021-09-26 19:59:55+00:00,1442217389010014216,Die Linke is winning only 2 out of the 4 Berlin single-member constituencies they hold: Lichtenberg and Treptow-Kopenick. They're behind in Pankow and Marzahn-Hellersdorf. They *need* to win Leipzig II as well to secure compensatory seats if they fall below 5% overall. #btw21 https://t.co/ICHkCwwxAa,leonardocarella,en,Marzahn-Hellersdorf,marzahn,20
17,2021-09-19 05:32:03+00:00,1439462270334078980,"It also has a TIEFGARAGE.

I'd have an old rumbly Porsche I'd take out of the Tiefgarage and drive around Marzahn, listening to Tor Steine Scherben from a cassette deck and look for Berlin's best Currywurst.",finkladd,en,Marzahn-Hellersdorf,marzahn,0
18,2021-09-17 14:02:35+00:00,1438865972660736005,Tonight starts the 20 year celebrating festival Pyramidale in Berlin-Marzahn. Positionen’s critic is there and will report for you. #ContemporaryMusic #NeueMusik https://t.co/i1cWdnqdaM,PositionenMusik,en,Marzahn-Hellersdorf,marzahn,4
19,2021-09-01 18:33:17+00:00,1433135892953194496,"in 1899, the central office for gypsy affairs was set up and under the nazis, it was moved from munich to berlin and centralised. in the 1936 olympics, romani here were moved to marzahn (a police campground), with settled romani arrested",Bozevannah,en,Marzahn-Hellersdorf,marzahn,10
20,2021-08-30 09:41:35+00:00,1432277308270956544,"@derJamesJackson @dpd_de @GroupeLaPoste @DPDgroup_news Just look at this beauty, a fully manual lever espresso machine, which made it all the way from France to Berlin, but was lost by @DPD_de somewhere between the Marzahn depot and Friedrichshain. https://t.co/xJF0Mvh38L",tomescritt,en,Marzahn-Hellersdorf,marzahn,0
21,2021-08-24 14:55:48+00:00,1430182054860312577,"Friends who live in Berlin, can you help me? I'm searching for flats but I don't know much the city besides the central part. Are neighborhoods like Spandau, Mariendorf, Hellersdorf, Treptow and Marzahn  too far away from the city center?",lidiazuin,en,Marzahn-Hellersdorf,marzahn,1
22,2021-08-24 12:45:55+00:00,1430149369953767449,On Tuesday Standard will celebrate Marzahn's only sugar coated cider and green smoothie night #Berlin,VisitBerlinNow,en,Marzahn-Hellersdorf,marzahn,1
23,2021-08-12 11:19:33+00:00,1425778981236793348,"An exhibition on architecture in 1980s Berlin @BG_Museum explores large scale urban projects in East and West. Included is the Marzahn housing development, pictured here in 1985 – photograph Unbekannte*r Fotograf*in / Berlinische Galerie; digitalised by Anja Elisabeth Witte. https://t.co/W7f6J5my9a",bluecrowmedia,en,Marzahn-Hellersdorf,marzahn,7
24,2021-08-11 05:11:27+00:00,1425323956756619270,"We’re excited to announce the expansion of our service into the Marzahn-Hellersdorf district of Berlin! We’re proud to be a part of this initiative together with Jelbi, to push sustainable urban mobility forward and make it available to more people.

#Jelbi #Berlin https://t.co/btCbEydbdj",voitechnology,en,Marzahn-Hellersdorf,marzahn,15
25,2021-08-03 11:22:44+00:00,1422518291566940163,"@FXMC1957 3/3 environs were arrested and interned under police guard in a special camp in the Berlin suburb of Marzahn.
Nazi officials also ordered that foreign visitors should not be subjected to the criminal penalties of German anti-homosexuality laws.",RudiGeerts,en,Marzahn-Hellersdorf,marzahn,4
26,2021-07-20 10:00:08+00:00,1417424073085407261,"Location analyses are an integral part of classic property. valuations.Our in-house AI mercury can recognise and compare residential quarters with similar structures over a wider search radius.
We explain how this works on this video with an example from Berlin Marzahn: https://t.co/MyRB12Nq2D",PreaGroup,en,Marzahn-Hellersdorf,marzahn,0
27,2021-07-13 18:44:59+00:00,1415019441654571011,On Monday Markthalle Neun will host Marzahn's first preiselbeere sweet potato fry and heaping chicken night #Berlin,VisitBerlinNow,en,Marzahn-Hellersdorf,marzahn,0
28,2021-07-12 18:09:23+00:00,1414648095925628928,"@opinion_left @TheNewEuropean Sure, but the problem seemed to always be less of a rent problem (you can always move to Marzahn) and more of an apartment availability problem (which brings rents up). Rents are still relatively low in Berlin, especially given the recent economic boom in the city",YIMBYPoland,en,Marzahn-Hellersdorf,marzahn,1
29,2021-07-04 15:57:35+00:00,1411715825283764229,"PRIDE🌈 is important because somewhere there is the teenager who thinks it's better to be dead than #gay, and that's not okay!
Here are the Berlin Prides in July
10.7. CSD bicycle demo Potsdam
17.7. Marzahn Pride
23.7. Dyke* March 
10.7. Trans-Pride
24.7. CSD Berlin https://t.co/JLLq6dNWzf",MDoringer,en,Marzahn-Hellersdorf,marzahn,1
30,2021-06-25 12:45:30+00:00,1408405993285951491,On Monday denn's Biomarkt will host Marzahn's largest jumbo Jever and asymmetrical fake grass night #Berlin,VisitBerlinNow,en,Marzahn-Hellersdorf,marzahn,0
31,2021-06-24 22:03:35+00:00,1408184051828207620,"I love the people living in Ernst-Bloch-Straße, they are sound and calm. #Berlin #Marzahn #Hellersdorf",CarinoBRLN,en,Marzahn-Hellersdorf,marzahn,0
32,2021-06-21 21:49:41+00:00,1407093388986310658,"The article goes on about how she was about ""art and not politics.""

Yeah, about that...

""For the indoor scenes, filmed in Berlin-Babelsberg in 1942, Riefenstahl used as extras at least 66 Roma and Sinti inmates, virtually all males, from the Berlin-Marzahn camp for Gypsies""",MoviesSilently,en,Marzahn-Hellersdorf,marzahn,53
33,2021-06-21 17:00:43+00:00,1407020671322972161,"Like the Jews, they were discriminated against for centuries and still are today.

In preparation for the 1936 Berlin summer Olympic Games, the city of Berlin was cleared of all Roma and Sinti men, women and children, many of them taken to the Berlin-Marzahn concentration camp. https://t.co/6l9bNLnV7c",HolocaustCentUK,en,Marzahn-Hellersdorf,marzahn,12
34,2021-06-13 20:23:22+00:00,1404172564977627143,"Today the 85th commemoration of the Berlin-Marzahn deportation took place.During the #Holocaust,Sinti and Roma were forced to live in camps in Marzahn as Nazi-Germany hosted the #Olympics.Otto Rosenberg was part of the people who lived there and an Auschwitz survivor. https://t.co/tsK5fjK0vP",PurrrNerd,en,Marzahn-Hellersdorf,marzahn,0
35,2021-06-13 04:51:45+00:00,1403938114918309889,"@HistoryNed I had the doubtful pleasure to live a few years in Berlin-Marzahn and I can assure you that the dialect is healthy and well in  Berlin.

Of course less so in the hipster quarters.",steinhoff_uwe,en,Marzahn-Hellersdorf,marzahn,1
36,2021-05-28 11:01:18+00:00,1398232909241372674,"I love the people living in Schillerfalterstraße, they are sound and calm. #Berlin #Marzahn #Hellersdorf",CarinoBRLN,en,Marzahn-Hellersdorf,marzahn,0
37,2021-05-11 14:22:38+00:00,1392122985801207809,seeing how hard will be finding a place to stay in berlin with actual anmeldung which is also central and not in marzahn really makes me think wtaf am I doing with my life. I'm having an existential crisis rn,citrusfruit237,en,Marzahn-Hellersdorf,marzahn,0
38,2021-05-08 20:46:42+00:00,1391132473967452172,"Drove today with the bicycle through Berlin. Although I was born here, it is always interesting, how different the districts are. Drove today through Marzahn-Hellersdorf and was again surprised of the difference of small one family housings and the big living complexes.",wlad_leusch,en,Marzahn-Hellersdorf,marzahn,0
39,2021-05-07 22:23:18+00:00,1390794398112395271,"On ""750 years Berlin"" anniversary in 1987, GDR stamps show the newly built HUGE Ernst Thaelmann monument, newly built HUGE Marzahn apartment blocks and newly built HUGE Friedrichstadtpalast cultural center &amp; music hall.

Those HUGE – STUFFS of socialism again, one cant complain😹 https://t.co/NMSEGDgqtT",sovietstern,en,Marzahn-Hellersdorf,marzahn,0
40,2021-05-04 21:26:56+00:00,1389693048267837441,"@Susanna_Forrest @HistorianOfRock and yet Viet cuisine in Berlin was authentic, as our late much lamented @HistorianOfRock &amp; i found when we often trawled Marzahn's Viet 'warehouse' zone, enjoying bahnmi/pho as much as Ed's searing (re)views of our pop cultures (&amp; greenhoused coriander)",keanmwong,en,Marzahn-Hellersdorf,marzahn,1
41,2021-04-30 06:46:39+00:00,1388021967819878401,On Monday Brandenburg Tor will celebrate Marzahn's cheapest well balanced Spezi and Spezi night #Berlin,VisitBerlinNow,en,Marzahn-Hellersdorf,marzahn,0
42,2021-04-29 10:47:15+00:00,1387720126976376834,"At age 13, he was interned in a camp for Sinti and Roma in Berlin-Marzahn. From 1941 until the liberation, he was imprisoned in the Sachsenhausen concentration camp, in a sub-camp of Natzweiler and finally in Dachau.

#StolenMemory https://t.co/DFOROq46RG",ArolsenArchives,en,Marzahn-Hellersdorf,marzahn,3
43,2021-04-25 10:24:16+00:00,1386264792768421890,"@anna_dalloway @annuskaodena @goodreads @stadtbueduedorf @bibliothekatrin @ElTorres72 @hombreoctubre 19. Katja Oskamp - Marzahn Mon Amour

An author escapes midlife crisis and starts working as chiropodist. Nice little stories about her clients that all live in the Marzahn neighbourhood (a part of Eastern Berlin)

#ReadingChallenge2021 #Bücher #Books #Llibres @goodreads https://t.co/XdnDBwxDHU",Klinkmi,en,Marzahn-Hellersdorf,marzahn,3
44,2021-04-19 21:00:42+00:00,1384250626733867008,"@HistoryNed For example, there are several Trümmerberge around the outskirts of Berlin, including in Marzahn (the Kienberg) containing the rubble of the city from WWII.  And I believe the ruins of the Hohenzollern palace are in lagoon that feeds into the Müggelsee somewhere, but where?",isolellu,en,Marzahn-Hellersdorf,marzahn,1
45,2021-03-18 22:17:03+00:00,1372673431301414917,"@Franklyaghost @LadySta48470651 @TheNomiGirl @KaizenKitten @TestamentOfDark Born in Lichtenberg, we lived in Marzahn and before I was born my family lived in Treptow.
So everything in the easternmost east of Berlin. 
Honestly, I have to say I haven't been there for many years and I don't know my way around there very well.",Viv_Ka,en,Marzahn-Hellersdorf,marzahn,4
46,2021-02-23 19:28:15+00:00,1364296027637972998,"@MomExpat @RubyDarcy2015 It's painful to watch. Swarms of hipsters forcing the original ppl out of their Kiez. These ppl move to where I live now which is the very east of Berlin (Marzahn-Hellersdorf).
It was kinda annoying when I moved here already and became way worse.
Like someone opened a can of...",pissed_racoon,en,Marzahn-Hellersdorf,marzahn,1
47,2021-02-21 04:30:34+00:00,1363345344633974785,"I love the people living in Eisweg, they are sound and calm. #Berlin #Marzahn #Hellersdorf",CarinoBRLN,en,Marzahn-Hellersdorf,marzahn,0
48,2021-02-14 11:19:06+00:00,1360911440723517443,"I remember German friends taking me to the Berlin neighbourhood of Marzahn to show me this ""incredibly ugly brutalist neighbourhood that only Eastern Communist could ever build"". And thinking: ""this looks a lot like home, actually"" 😆",giulio_mattioli,en,Marzahn-Hellersdorf,marzahn,36
49,2021-02-09 03:39:49+00:00,1358983918381375488,Blechbilderbar is the purest Berliner Weisse and crusty dosa bicycle repair shop in Marzahn #Berlin,VisitBerlinNow,en,Marzahn-Hellersdorf,marzahn,0
50,2021-01-24 17:46:05+00:00,1353398683736432641,"@Daniela_SRHMT I once visited the memorial to Roma and Sinti in the Marzahn district of Berlin, and then the memorial to the Roma Sinti in what was their compound at Auschwitz Birkenau, from where they were taken and murdered. Deeply moving.",TrevorAvery10,en,Marzahn-Hellersdorf,marzahn,2
51,2021-01-07 08:20:34+00:00,1347095773733859331,"@polarblau @here @rki_de Cool! I don't know if it was an official rule, but I saw Merkel on the @tagesschau saying this wouldn't be enforced inside Berlin because of it being impractical. She used Spandau and Marzahn as examples, which I guess are like 20-25km away 🤷",porras,en,Marzahn-Hellersdorf,marzahn,1
52,2021-01-05 17:29:09+00:00,1346509050721292290,"I love the people living in Farmergasse, they are sound and calm. #Berlin #Marzahn #Hellersdorf",CarinoBRLN,en,Marzahn-Hellersdorf,marzahn,1
53,2021-09-20 13:14:28+00:00,1439941026819497987,"#BERLINLIGA Füchse Berlin Reinickendorf continued their 100% start to the season with a 3-1 win at home to Türkiyemspor.

TUS Makkabi leapfrog Sparta Licentenberg into 2nd after they won 5-1 at home to Fortuna Biesdorf and Sparta didn’t have a game this weekend.",BerlinFooty,en,Marzahn-Hellersdorf,biesdorf,0
54,2021-08-09 07:35:03+00:00,1424635321409540102,#BestOf 2021 I 🏡   Discover WILDROSE:  this new building ensemble in Berlin is pure life quality! Private gardens and adjacent terraces surrounded by Biesdorf Castle Park invite you to take a deep breath! #living #realestate https://t.co/ZvRXKznTgd,covivio_,en,Marzahn-Hellersdorf,biesdorf,0
55,2021-12-30 23:45:01+00:00,1476700885216636930,"At 00:45 Friday, 31 December 2021 (GMT +01:00) in Berlin-Kaulsdorf, Germany it was 12.0°C and partly cloudy. 
Wind direction: W. Wind speed: 20.2kph. 
Pressure: 1014.0mb. Humidity: 94%",random__weather,en,Marzahn-Hellersdorf,kaulsdorf,0
56,2021-01-25 02:44:34+00:00,1353534196505956352,"@zarathustra_us @gracerector Indeed. One of the strangest experiences of my year in Kaulsdorf, East Berlin in 1991-2 was pulling into a gas station on the Frankfurter Allee -- and seeing a Russian major in full uniform filling up his car at the other pump. Which was, of course, perfectly normal.",GorskiPhilip,en,Marzahn-Hellersdorf,kaulsdorf,2
57,2021-01-24 18:10:57+00:00,1353404939532292101,"@zarathustra_us I can assure you my views about Germany are not based on Wikipedia. I am married to a German, have spent about six years living there, including one year in East Berlin shortly after the Wende. And not in Mitte either: Kaulsdorf. But if you can point to literature, I'm all eyes.",GorskiPhilip,en,Marzahn-Hellersdorf,kaulsdorf,1
58,2021-11-27 22:45:01+00:00,1464726985884717064,"At 23:45 Saturday, 27 November 2021 (GMT +01:00) in Berlin-Mahlsdorf, Germany it was 3°C and partly cloudy. 
Wind direction: SW. Wind speed: 11.2kph. 
Pressure: 29.38mb. Humidity: 93%",random__weather,en,Marzahn-Hellersdorf,mahlsdorf,0
59,2021-09-20 13:14:27+00:00,1439941025120854018,"The other 3 Berlin-based #Oberliga teams all claimed draws – SFC Stern 1900 move out of the relegation zone thanks to their 2-2 draw at home to Brandenburger SC Süd 05, whilst BSV Eintracht Mahlsdorf and CFC Hertha 06 played out a 1-1 draw with each other.",BerlinFooty,en,Marzahn-Hellersdorf,mahlsdorf,0
60,2021-08-14 10:24:49+00:00,1426489981485424640,"No big updates from the midweek Berlin-Pokal games, with no upsets and all the big boys progressing to the 2nd round.

BSV Eintracht Mahlsdorf (NOFV-Oberliga Nord, 5th tier) recorded the biggest victory of the first round with a 15-0 win at FCK Frohnau (Kreisliga B, 10th tier).",BerlinFooty,en,Marzahn-Hellersdorf,mahlsdorf,0
61,2021-07-18 21:00:00+00:00,1416865359555174405,"By the end of the day, NATO remains in control of the Hellersdorf U-Bahn and Mahlsdorf S-Bahn stations but barely. Most of the buildings in SVR-occupied Berlin are intact, and in some cases residents have stayed in, often but not always due to pro-Russian sympathy.",Ww3Real,en,Marzahn-Hellersdorf,mahlsdorf,1
62,2021-02-07 18:49:03+00:00,1358487959138369536,"@PortalBookshop in east berlin in the 70s, there was a trans woman called Charlotte von Mahlsdorf who had this huge house and basically ran a queer support group there. it essentially got shut down by the stasi in 1978 but she was the most well known trans woman in the area :)",olasloucifer,en,Marzahn-Hellersdorf,mahlsdorf,11
63,2021-01-03 18:13:06+00:00,1345795334790934534,This museum was founded by Charlotte Von Mahlsdorf (a transgender woman – according to eng Wikipedia) and housed a collection of furniture and objects found in old bombed houses. In the 70s it became a meeting point for Berlin's LGBT community. https://t.co/sGc07NUdfT,itshoenecker,en,Marzahn-Hellersdorf,mahlsdorf,8
64,2021-12-29 00:20:47+00:00,1475985108737957891,"Portraits of revolutionary workers' leaders, such as Karl Marx and Vladimir Lenin, are dumped in garbage containers — Hellersdorf, Berlin (1991) https://t.co/c7JxW9EfTZ",JoaoPedroArqUrb,en,Marzahn-Hellersdorf,hellersdorf,2
65,2021-12-27 10:06:05+00:00,1475407630734614531,"Portraits of revolutionary workers' leaders, such as Karl Marx and Vladimir Lenin, are dumped in garbage containers — Hellersdorf, Berlin (1991).
#WorldHistory #OTD https://t.co/dRpEK0TceY",_EbenezerMensah,en,Marzahn-Hellersdorf,hellersdorf,0
66,2021-11-11 14:44:39+00:00,1458807892367323139,"Portraits of revolutionary workers' leaders, such as Karl Marx and Vladimir Lenin, are dumped in garbage containers — Hellersdorf, Berlin (1991)
😍😍😍 https://t.co/Fm1dDDULvm",livliga6,en,Marzahn-Hellersdorf,hellersdorf,24
67,2021-11-09 21:36:39+00:00,1458186800573394946,"And here we see communist philsophers in their natural habitat — Hellersdorf, Berlin (1991) https://t.co/JrQd2BkGwi",His_Dudeness_94,en,Marzahn-Hellersdorf,hellersdorf,5
68,2021-11-09 08:10:48+00:00,1457984001906335745,"Portraits of revolutionary workers' leaders, such as Karl Marx and Vladimir Lenin, are dumped in garbage containers — Hellersdorf, Berlin (1991)

#archaeohistories https://t.co/S6OWEWRW65",archeohistories,en,Marzahn-Hellersdorf,hellersdorf,146
69,2021-11-08 20:11:20+00:00,1457802942375870464,"Portraits of revolutionary workers' leaders, such as Karl Marx and Vladimir Lenin, are dumped in garbage containers — Hellersdorf, Berlin (1991). 
#History https://t.co/nKyMnJGQL1",RealOlaudah,en,Marzahn-Hellersdorf,hellersdorf,8
70,2021-11-07 11:57:53+00:00,1457316372271144962,"Portraits of commi leaders, such as Karl Marx and Vladimir Lenin, are dumped in garbage containers — Hellersdorf, #Berlin (1991). @rvaidya2000 @ARanganathan72 @mjavinod @karthikgnath https://t.co/5kMnCbHH0N",venkatesh_Ragu,en,Marzahn-Hellersdorf,hellersdorf,3
71,2021-11-06 20:39:47+00:00,1457085325277282310,"Portraits of revolutionary workers' leaders, such as Karl Marx and Vladimir Lenin, are dumped in garbage containers — Hellersdorf, Berlin (1991).
@History https://t.co/6e0B3APpZr",CharlesMalemo,en,Marzahn-Hellersdorf,hellersdorf,2
72,2021-11-06 17:07:35+00:00,1457031922140401667,"Portraits of revolutionary workers' leaders, such as Karl Marx and Vladimir Lenin, are dumped in garbage containers — Hellersdorf, Berlin (1991) https://t.co/YLWssU3o0X",VishweshIndia,en,Marzahn-Hellersdorf,hellersdorf,16
73,2021-11-06 15:05:02+00:00,1457001081825861642,"Portraits of revolutionary workers' leaders, such as Karl Marx and Vladimir Lenin, are dumped in garbage containers — Hellersdorf, Berlin (1991). [1440 × 955] https://t.co/QYotgfXCow",sanitos,en,Marzahn-Hellersdorf,hellersdorf,0
74,2021-11-06 11:56:51+00:00,1456953723448606723,"Portraits of revolutionary workers' leaders, such as Karl Marx and Vladimir Lenin, are dumped in garbage containers — Hellersdorf, Berlin (1991) https://t.co/xDpkrwKK3A",Jasmin_Vuk,en,Marzahn-Hellersdorf,hellersdorf,2
75,2021-11-05 21:56:22+00:00,1456742208820760579,"Portraits of revolutionary workers' leaders, such as Karl Marx and Vladimir Lenin, are dumped in garbage containers — Hellersdorf, Berlin (1991) https://t.co/3HyQZfDYdc",SketchyWolf_13,en,Marzahn-Hellersdorf,hellersdorf,79
76,2021-11-05 18:39:33+00:00,1456692679870337026,"I love the people living in Bredereckstraße, they are sound and calm. #Berlin #Marzahn #Hellersdorf",CarinoBRLN,en,Marzahn-Hellersdorf,hellersdorf,0
77,2021-11-05 17:03:26+00:00,1456668493005443077,"Portraits of revolutionary workers' leaders, such as Karl Marx and Vladimir Lenin, are dumped in garbage containers — Hellersdorf, Berlin (1991) https://t.co/Wlo65zG1Vg",eduardo_esteve3,en,Marzahn-Hellersdorf,hellersdorf,25
78,2021-11-05 15:13:10+00:00,1456640740675760134,"Portraits of revolutionary workers' leaders, such as Karl Marx and Vladimir Lenin, are dumped in garbage containers — Hellersdorf, Berlin (1991) https://t.co/sB0RgTOk69",QueenMa23646587,en,Marzahn-Hellersdorf,hellersdorf,26
79,2021-11-05 12:44:34+00:00,1456603346874376197,"Portraits of revolutionary workers' leaders, Karl Marx and Vladimir Lenin, are dumped in garbage containers — Hellersdorf, Berlin (1991) https://t.co/oeyBEDBT3O",olasempruch,en,Marzahn-Hellersdorf,hellersdorf,1
80,2021-11-05 12:23:53+00:00,1456598141306740745,"Portraits of pinko commies, such as Karl Marx and Vladimir Lenin, are dumped in garbage containers — Hellersdorf, Berlin (1991) https://t.co/SpPideKppV",CasuallyGreg,en,Marzahn-Hellersdorf,hellersdorf,52
81,2021-11-05 10:18:04+00:00,1456566475653894147,"Portraits of revolutionary workers' leaders, such as Karl Marx and Vladimir Lenin, are dumped in garbage containers — Hellersdorf, Berlin (1991) [ via Historic Pictures Facebook] https://t.co/IECJJtHhrw",athinatess,en,Marzahn-Hellersdorf,hellersdorf,0
82,2021-11-05 08:50:42+00:00,1456544490987134979,"Co-creation, #community and green residential areas - in Berlin Hellersdorf, a new housing development is incorporating #ediblelandscaping for the benefit of all 🏡

Post a 📸 of urban food innovation in your city and use the hashtag #ediblecitysolutions to share it with us! https://t.co/t4OUnsUhwO",edicitnet,en,Marzahn-Hellersdorf,hellersdorf,4
83,2021-10-30 09:10:38+00:00,1454375177903656960,"#EdibleCitySolutions 🏙️🍏

Supported by the #EdiCitNet project, a new residential area in Berlin #Hellersdorf is being designed with integrated ""edible greenery"" - spaces where neighbours can meet and garden as a community 🌱

Like this? Follow #EdibleCitySolutions for more! https://t.co/9VqQ7oKVbd",edicitnet,en,Marzahn-Hellersdorf,hellersdorf,5
84,2021-10-15 12:46:44+00:00,1448993745953869829,"Me and my sister where once cosplaying as Batman and Robin, back when it was just called ""Fasching"" :D anyways, years later I decided on painting us as adults, still protecting the water tanks of Berlin Hellersdorf, I guess. One of the rare cases where I used my Samsung tablet. https://t.co/0STlL2NY5L",davedarko,en,Marzahn-Hellersdorf,hellersdorf,1
85,2021-10-09 05:06:29+00:00,1446703593030049792,"🇩🇰INF056.) even the veteran and vice-president of the Bundestag, Petra Pau, who since 1998 has almost owned the East Berlin constituency Marzahn-Hellersdorf, had to hand over his constituency mandate 

- to a CDU.

The party has no connection to the first-time voters.",SCAN_Monitor,en,Marzahn-Hellersdorf,hellersdorf,0
86,2021-10-01 10:40:13+00:00,1443888476353597442,@COdendahl Yes the inner city of Berlin is nearly completely green but there is a SPD-Band from the West to the South East. Marzahn-Hellersdorf a former PDS/Linke bulwark is now mainly right (AFD and CDU),UBochum,en,Marzahn-Hellersdorf,hellersdorf,0
87,2021-09-27 01:35:14+00:00,1442301774401056775,Admittedly I had confused Berlin-Lichtenberg and and Marzahn – Hellersdorf constituencies. So I thought Pau losing was a bigger deal for a hot second. Thanks to @marius_saeltzer for reminding me.,lennybronner,en,Marzahn-Hellersdorf,hellersdorf,4
88,2021-09-27 01:20:31+00:00,1442298069995778051,All eyes on the four The Linke seats in Eat Berlin. The Linke will need to win at least 2 of them to continue in parliament (it looks like they just missed the 5% threshold). I expect they will keep at least Berlin-Treptow – Köpenick and Berlin-Marzahn – Hellersdorf.,lennybronner,en,Marzahn-Hellersdorf,hellersdorf,6
89,2021-09-26 19:59:55+00:00,1442217389010014216,Die Linke is winning only 2 out of the 4 Berlin single-member constituencies they hold: Lichtenberg and Treptow-Kopenick. They're behind in Pankow and Marzahn-Hellersdorf. They *need* to win Leipzig II as well to secure compensatory seats if they fall below 5% overall. #btw21 https://t.co/ICHkCwwxAa,leonardocarella,en,Marzahn-Hellersdorf,hellersdorf,20
